id,name,income,loanAmount,creditScore,monthsEmployed,numCreditLines,totalCreditLimit,totalBalance,pastDuePayments,educationLevel,employmentStatus,maritalStatus,gender,age_group,ethnicity,riskProbability,decision
LP-19614,User 9614,40992.63617486664,26568.945062168088,550,352,4,39218.804506676985,3373.379100458712,3,Bachelor,Self-Employed,Divorced,Male,41-60,Group A,0.041848974587942935,Reject
LP-19615,User 9615,58136.952702795665,1000.0,319,252,2,60099.6021996426,20842.043926354465,1,Bachelor,Employed,Married,Male,18-25,Group D,0.034630290859180464,Reject
LP-19616,User 9616,70307.84657350447,10376.843008536078,511,287,7,21282.852483946383,9452.82112067046,2,PhD,Self-Employed,Single,Male,18-25,Group D,0.06936673223439256,Reject
LP-19617,User 9617,26563.3739905495,9097.177220008854,641,473,5,19859.419135445823,15342.328759797165,2,High School,Unemployed,Divorced,Female,41-60,Group A,0.09914469073978356,Reject
LP-19618,User 9618,70541.20853746035,4639.911826986276,486,254,6,3520.5121741709954,17134.611660464318,6,Master,Employed,Married,Male,26-40,Group A,0.1773205210222615,Reject
LP-19619,User 9619,37042.554207069574,14414.992055759056,751,159,2,23094.964907886017,4343.95867874044,0,Master,Employed,Divorced,Male,60+,Group A,0.1349874560124845,Reject
LP-19620,User 9620,57248.99763189053,18914.80747287415,589,339,6,15753.86973820189,34202.77600437208,1,High School,Self-Employed,Single,Male,18-25,Group B,0.05592555318144782,Reject
LP-19621,User 9621,39802.12094268735,6561.468970316617,565,3,14,27382.111068787533,12964.557074648837,3,High School,Employed,Single,Male,18-25,Group B,0.03383438231907869,Reject
LP-19622,User 9622,53643.41255424204,31186.570063610976,573,120,1,35958.97072169049,24626.48785530196,5,High School,Unemployed,Single,Female,60+,Group B,0.025236270937334552,Reject
LP-19623,User 9623,67837.5526914055,14901.230377559938,796,332,12,39731.94699002829,5414.028151215464,5,PhD,Unemployed,Divorced,Male,41-60,Group A,0.39954007457721646,Reject
LP-19624,User 9624,25459.71845422928,16382.296214341273,466,405,1,32161.902602630085,3947.233737595814,4,Bachelor,Self-Employed,Single,Female,41-60,Group B,0.016493294908884817,Reject
LP-19625,User 9625,36401.88206506337,16951.029244508783,454,459,13,38124.194197206,6409.522469491663,9,Master,Self-Employed,Divorced,Male,26-40,Group C,0.05378641241699892,Reject
LP-19626,User 9626,53699.251746841735,1000.0,614,474,1,51227.85496849532,23654.49008768318,5,PhD,Self-Employed,Divorced,Female,26-40,Group A,0.26220025134524966,Reject
LP-19627,User 9627,98031.67322060704,1000.0,826,212,7,12833.565232516066,6512.041725326444,7,Bachelor,Unemployed,Married,Female,41-60,Group C,0.4936261489192057,Approve
LP-19628,User 9628,32736.20575666344,27069.46697813708,715,320,11,41343.21138340127,18016.076090553666,9,PhD,Employed,Divorced,Female,18-25,Group D,0.010389829796703198,Reject
LP-19629,User 9629,90802.67771993838,28079.524481497225,445,197,8,35539.768897045746,6656.239175823244,7,Master,Employed,Married,Male,18-25,Group B,0.03443819689240417,Reject
LP-19630,User 9630,90088.46607350343,24622.058302958445,707,129,5,32238.653313149967,15848.381245236835,4,High School,Unemployed,Single,Male,18-25,Group D,0.1049816257841163,Reject
LP-19631,User 9631,48053.77698596818,10471.591731949597,453,293,5,25396.795982966516,4617.362324982994,8,High School,Employed,Married,Female,18-25,Group A,0.021146338903140032,Reject
LP-19632,User 9632,44036.949476001995,7450.505524379038,537,150,10,45745.22264756245,16598.00063674956,5,High School,Unemployed,Divorced,Male,26-40,Group A,0.10531078614627114,Reject
LP-19633,User 9633,36158.696026706166,9454.568897937217,650,114,10,36149.65761278048,11248.05294555042,5,Bachelor,Unemployed,Married,Male,18-25,Group B,0.04503671068566664,Reject
LP-19634,User 9634,48635.949393346615,1000.0,497,46,4,31800.06366255359,5167.3338726705015,9,Bachelor,Unemployed,Married,Female,41-60,Group A,0.07287150312141266,Reject
LP-19635,User 9635,21865.61134880884,11961.208315669062,522,155,2,36095.87349091597,1483.14689633353,7,High School,Employed,Married,Male,41-60,Group A,0.02661449939569217,Reject
LP-19636,User 9636,48475.21965358805,13967.507900582877,813,97,8,30968.66287454449,9923.244906653395,5,PhD,Employed,Married,Male,26-40,Group B,0.2218802006310585,Reject
LP-19637,User 9637,79937.60547701712,13433.674259946674,608,415,4,45983.51934224605,9337.02528278538,6,High School,Self-Employed,Married,Male,26-40,Group D,0.3059451993030896,Reject
LP-19638,User 9638,37778.29875046565,7943.276778655053,400,423,6,19662.32944607279,0.0,1,Bachelor,Self-Employed,Married,Male,41-60,Group B,0.08212351783314191,Reject
LP-19639,User 9639,45185.51392021898,17167.413247288612,736,192,5,19850.261066924955,6150.74782841558,5,Master,Self-Employed,Single,Male,26-40,Group D,0.15007157472256494,Reject
LP-19640,User 9640,15977.190514655165,25228.429812467086,807,8,3,9461.477495840518,7382.995659762277,7,PhD,Employed,Married,Female,41-60,Group B,0.0019635343390433527,Reject
LP-19641,User 9641,57481.24176262087,4889.917835799766,845,358,5,48219.93139485998,17207.837437389007,3,Bachelor,Unemployed,Married,Male,18-25,Group B,0.30087585712853643,Reject
LP-19642,User 9642,55289.63369902748,9659.189389523402,798,271,10,23066.266409274405,5706.243947764682,1,High School,Employed,Single,Male,26-40,Group D,0.36801270042226064,Reject
LP-19643,User 9643,51274.04719531542,1000.0,324,443,12,2000.2499659457171,10303.741025877645,2,PhD,Unemployed,Married,Male,26-40,Group D,0.1196658773161266,Reject
LP-19644,User 9644,45663.458995557135,27484.55735954416,748,164,2,12864.172932692818,20581.7765171429,9,High School,Self-Employed,Divorced,Male,18-25,Group C,0.03241902981195718,Reject
LP-19645,User 9645,44144.84162455091,9429.36951414989,536,270,6,22599.481533453003,20285.47809515046,0,Bachelor,Employed,Divorced,Female,26-40,Group A,0.07404099136371778,Reject
LP-19646,User 9646,60038.00467401344,15992.24236562723,782,315,13,22013.713197393674,9088.859383607705,6,Bachelor,Self-Employed,Married,Male,41-60,Group B,0.32247957489074,Reject
LP-19647,User 9647,49423.667968227535,9785.689909558674,501,130,12,60285.38948755055,1820.892084371877,9,Bachelor,Unemployed,Divorced,Male,41-60,Group A,0.0852998450607837,Reject
LP-19648,User 9648,56299.43743110664,15834.798255160345,712,277,2,1770.999552522393,0.0,1,PhD,Unemployed,Married,Female,26-40,Group A,0.14924738358356718,Reject
LP-19649,User 9649,54299.65634909096,20362.039898707408,357,305,3,15070.937121452476,23251.065535432608,1,PhD,Self-Employed,Single,Male,18-25,Group D,0.015398465610969811,Reject
LP-19650,User 9650,72468.54574191524,8309.711791554299,413,63,11,20177.262692805212,11950.104863269182,8,Bachelor,Employed,Single,Female,41-60,Group A,0.05217346727710196,Reject
LP-19651,User 9651,63539.88194750108,19524.15664110881,699,171,4,16118.188753654793,0.0,1,High School,Unemployed,Married,Female,26-40,Group B,0.11777388921400886,Reject
LP-19652,User 9652,53857.23686300381,1000.0,335,179,13,44050.751437215564,11436.792941399119,5,High School,Employed,Single,Female,26-40,Group C,0.04926466073525855,Reject
LP-19653,User 9653,80368.4406130436,22177.680308944866,545,384,6,22643.814601172246,17333.737628897758,7,Master,Unemployed,Married,Female,26-40,Group D,0.11933704609355679,Reject
LP-19654,User 9654,58405.37058113123,6288.009866478644,410,89,3,22575.154405978185,13436.230716425469,0,PhD,Employed,Married,Female,26-40,Group B,0.047097546855945596,Reject
LP-19655,User 9655,76099.25377580838,20668.051423693414,452,74,10,23244.221596832653,10481.129650240711,4,PhD,Employed,Married,Male,41-60,Group B,0.06783930195712506,Reject
LP-19656,User 9656,62138.85216773276,19816.175120109932,417,64,8,31089.54291393769,10269.221769277747,5,High School,Employed,Divorced,Male,26-40,Group C,0.04247841928830868,Reject
LP-19657,User 9657,15000.0,41858.934108590845,827,3,2,40320.92833152202,16770.447636909706,8,High School,Self-Employed,Married,Male,60+,Group C,0.0009848997691093175,Reject
LP-19658,User 9658,76096.6952663866,23894.243196811956,700,394,13,23281.406107203104,4682.400760322857,6,Master,Unemployed,Married,Male,26-40,Group A,0.28620571269098793,Reject
LP-19659,User 9659,52703.52482685338,27107.797610782658,609,126,12,63147.101526716186,1433.6119572345706,6,Bachelor,Self-Employed,Divorced,Female,26-40,Group C,0.03618654054629111,Reject
LP-19660,User 9660,48960.90458198444,17767.67291411431,469,120,2,30277.577169045777,9309.992253977354,9,Bachelor,Employed,Married,Male,18-25,Group C,0.017223692011404907,Reject
LP-19661,User 9661,55626.96694979154,16582.17551192138,335,223,14,6475.436497471892,13096.31167223386,7,High School,Self-Employed,Single,Female,26-40,Group B,0.024465765727375882,Reject
LP-19662,User 9662,43100.336760858656,1000.0,509,162,12,28403.50710552614,1070.3673795681425,7,PhD,Unemployed,Divorced,Female,41-60,Group C,0.08951209447380265,Reject
LP-19663,User 9663,54540.57720777891,28880.497627877983,644,158,8,25738.543543790453,9422.017530426581,0,Bachelor,Employed,Married,Female,18-25,Group D,0.016719354341818864,Reject
LP-19664,User 9664,38162.478673138154,34518.86335149697,797,84,8,45127.07185084827,6039.17866130875,8,Master,Unemployed,Married,Female,41-60,Group C,0.02124763891887002,Reject
LP-19665,User 9665,75485.4451746874,14882.259196414308,351,21,8,40094.50258235522,17700.306935928205,6,PhD,Unemployed,Single,Male,60+,Group D,0.047874127552883804,Reject
LP-19666,User 9666,47728.23772757899,7996.790658005299,429,378,8,41074.17900684093,12932.52798104038,2,Master,Self-Employed,Married,Male,26-40,Group B,0.10682573288770136,Reject
LP-19667,User 9667,42348.32314555133,9046.425423177741,751,108,11,25980.762640474015,3682.4043365291627,6,High School,Unemployed,Married,Male,60+,Group A,0.2020451515776709,Reject
LP-19668,User 9668,31501.483685614523,13088.133503223582,400,203,10,12763.187062894674,9554.076751684413,9,Master,Employed,Married,Female,26-40,Group D,0.016904227847119587,Reject
LP-19669,User 9669,55375.51578297283,7036.893486052977,683,361,1,52882.95498998939,6418.453100575827,8,Bachelor,Unemployed,Single,Male,18-25,Group C,0.14798155612341723,Reject
LP-19670,User 9670,53742.14200250184,17505.04345923876,428,366,2,36809.58481526436,4280.158805652006,8,Master,Unemployed,Single,Female,18-25,Group D,0.017029278829586356,Reject
LP-19671,User 9671,57768.49227355013,24483.96013206914,670,441,7,55406.97606235453,5906.134231178488,3,Master,Unemployed,Divorced,Female,41-60,Group B,0.11851444081422711,Reject
LP-19672,User 9672,29454.962249897424,13644.684100388684,765,30,12,11774.117539998784,8460.121763956515,1,PhD,Unemployed,Single,Female,41-60,Group C,0.05346619344873635,Reject
LP-19673,User 9673,17976.376023768542,19610.12391009782,595,343,1,46587.525839563896,32231.305248366993,6,Bachelor,Self-Employed,Divorced,Male,41-60,Group C,0.010536167975642665,Reject
LP-19674,User 9674,62511.826050131196,24681.367320763427,452,204,7,1000.0,8250.057517940188,6,Bachelor,Employed,Single,Male,18-25,Group D,0.020187833381803747,Reject
LP-19675,User 9675,79692.83723753016,11234.154974740697,474,475,3,17626.40921880189,0.0,2,Master,Self-Employed,Single,Male,60+,Group B,0.2233206507636832,Reject
LP-19676,User 9676,29472.927552202076,31268.89373296632,561,477,14,4966.752235395437,4441.372865949416,6,Master,Unemployed,Divorced,Female,41-60,Group B,0.00905462923322597,Reject
LP-19677,User 9677,81788.82567123396,34313.766222593724,849,30,6,17407.085276940954,151.61493907323347,2,Master,Unemployed,Single,Female,26-40,Group B,0.15195323236824143,Reject
LP-19678,User 9678,55678.221174727616,28262.93485440428,471,186,13,25935.11899894174,13120.055588774081,9,Master,Self-Employed,Married,Male,41-60,Group C,0.03730077792329757,Reject
LP-19679,User 9679,49858.74190898341,17520.2127467479,646,420,5,31197.845262573315,14262.748471241062,9,Master,Unemployed,Married,Male,26-40,Group B,0.17640649561858546,Reject
LP-19680,User 9680,42049.02606908444,4840.482986100897,494,349,3,21579.40314682204,4516.731692277595,4,Master,Employed,Married,Female,60+,Group C,0.09204074552069783,Reject
LP-19681,User 9681,22309.639611500068,20685.210973229397,634,374,2,22033.86599091515,9812.503794076505,8,Master,Employed,Married,Male,41-60,Group C,0.022951574647702904,Reject
LP-19682,User 9682,69754.57031849198,18889.77372725186,704,139,9,16723.753947332058,20083.288254054976,8,Bachelor,Unemployed,Divorced,Male,41-60,Group C,0.2021628731156976,Reject
LP-19683,User 9683,34487.87277124794,33349.04716798557,569,184,10,26200.759244156256,17544.716574779355,1,PhD,Self-Employed,Single,Female,60+,Group B,0.007202475177265645,Reject
LP-19684,User 9684,34403.86648524799,11475.884948190056,505,23,5,15579.591026898217,6192.588680351294,0,High School,Employed,Single,Female,60+,Group A,0.02500253157827409,Reject
LP-19685,User 9685,69838.52619773909,7629.676399496445,541,410,12,9625.128434814265,14903.510003300094,9,High School,Unemployed,Single,Male,41-60,Group D,0.25168780325192547,Reject
LP-19686,User 9686,15000.0,33211.54724390962,356,86,10,31038.18980154337,16710.47425261639,9,Bachelor,Unemployed,Married,Female,18-25,Group A,2.850110449594436e-05,Reject
LP-19687,User 9687,19528.043786636666,12697.811768128158,713,256,11,37748.0884684965,15819.465622095226,8,Master,Unemployed,Married,Female,41-60,Group D,0.03463170347266482,Reject
LP-19688,User 9688,49637.31512983837,15209.704599887009,485,470,11,13305.371594088632,27232.122274220048,7,High School,Employed,Single,Female,26-40,Group B,0.07161893067237236,Reject
LP-19689,User 9689,55865.68858009704,8599.158158650258,347,273,5,26199.97642859268,13562.731626418315,1,High School,Unemployed,Married,Male,26-40,Group B,0.06980443637778479,Reject
LP-19690,User 9690,59694.69295937847,16942.386203949616,571,54,9,16225.117360422084,28395.34658399989,0,PhD,Unemployed,Divorced,Female,26-40,Group C,0.05543272747056241,Reject
LP-19691,User 9691,43964.03013207494,15019.823285020491,448,465,4,43572.39614298515,24803.06369328758,3,Bachelor,Self-Employed,Married,Male,26-40,Group A,0.08163303222877287,Reject
LP-19692,User 9692,100607.39337283379,14924.770960592483,571,265,13,35207.25508418767,1081.757290515634,4,Bachelor,Self-Employed,Married,Female,26-40,Group A,0.1826330620366268,Reject
LP-19693,User 9693,45442.14882468332,16451.296482013815,676,407,3,13598.142924425767,2961.812718039544,5,High School,Self-Employed,Single,Male,18-25,Group B,0.07504321657300422,Reject
LP-19694,User 9694,45384.276957945556,15347.731034331797,592,251,11,7398.223804241803,3439.6278282148787,9,PhD,Self-Employed,Divorced,Male,41-60,Group C,0.10329775148157969,Reject
LP-19695,User 9695,34060.26662372245,2525.994025870741,666,318,3,13101.998675058203,11325.05401626289,6,High School,Self-Employed,Single,Male,41-60,Group D,0.2655835789106035,Reject
LP-19696,User 9696,52478.136330421425,26511.174053924726,340,117,12,23768.783767984354,6876.160096922801,8,High School,Employed,Married,Female,18-25,Group D,0.0039031220940517345,Reject
LP-19697,User 9697,62299.22464093549,23561.8413766051,819,210,1,11499.632448771452,7849.823576377896,4,PhD,Self-Employed,Divorced,Male,26-40,Group C,0.2506018709643994,Reject
LP-19698,User 9698,74071.5610906692,20727.136544980127,354,249,12,17304.798857623115,6955.268280993674,0,Master,Employed,Married,Male,26-40,Group A,0.059190121067578025,Reject
LP-19699,User 9699,20214.31471119564,7846.159140573778,490,46,8,22683.223432793326,16822.602054692143,5,High School,Employed,Married,Female,26-40,Group C,0.017633594262269407,Reject
LP-19700,User 9700,45080.093232885985,26186.491238110466,758,226,13,31429.344022032725,27267.219777144986,4,High School,Self-Employed,Single,Female,18-25,Group A,0.024993919641171015,Reject
LP-19701,User 9701,58934.07221618288,14307.099793635078,684,334,2,22469.986186253795,15004.567726377596,4,High School,Employed,Married,Male,26-40,Group C,0.24853746960451562,Reject
LP-19702,User 9702,61741.15069189071,10954.176063580886,390,272,1,42663.686434612966,13336.947203094658,7,Master,Self-Employed,Single,Female,18-25,Group C,0.02004732843164326,Reject
LP-19703,User 9703,50130.97315609078,13177.030120086018,492,33,2,10783.745088343036,0.0,1,PhD,Employed,Divorced,Female,26-40,Group D,0.03547045329345019,Reject
LP-19704,User 9704,60848.47939064204,13550.02163139626,705,102,1,37140.28917697222,9539.945196079769,3,PhD,Self-Employed,Single,Male,26-40,Group B,0.19659311519263967,Reject
LP-19705,User 9705,33820.72214148399,3292.7858504237956,525,478,2,33942.58691251451,0.0,6,Master,Unemployed,Single,Male,26-40,Group C,0.19469140329796908,Reject
LP-19706,User 9706,81158.10864636714,22746.605844324054,800,16,14,25614.572207158424,17882.034028972896,4,High School,Self-Employed,Divorced,Female,18-25,Group C,0.07116770232432106,Reject
LP-19707,User 9707,69852.56205958858,16625.441903201747,431,447,8,72704.65382197019,9439.209256677783,6,Master,Self-Employed,Divorced,Male,41-60,Group A,0.1282739707364857,Reject
LP-19708,User 9708,23101.444258696552,23719.305065825414,709,2,9,43189.996042295126,16923.17842881855,9,Bachelor,Unemployed,Married,Female,26-40,Group B,0.00694763515315236,Reject
LP-19709,User 9709,28497.939037664888,9287.67288607773,371,470,9,28544.232203523043,9610.09289753633,0,Bachelor,Self-Employed,Married,Male,41-60,Group C,0.05162733786466808,Reject
LP-19710,User 9710,29061.56499786188,19056.036762720196,850,5,13,27728.793647111717,8012.487800006798,3,Bachelor,Employed,Single,Female,41-60,Group C,0.04277917869559719,Reject
